codigo_acta,codigo_mesa,votos_p1,votos_p2,votos_p3,votos_p4,blancos,nulos,habilitados,anfora,no_usadas,observacion_formal,tipo_observacion_formal
1100200417004,1100200417004,93,131,20,155,41,33,550,473,77,,
1100200417005,1100200417005,42,39,31,428,22,41,643,603,40,,
1100200417006,1100200417006,8,50,44,208,12,20,359,342,17,,
2010200423001,2010200423001,21,29,15,111,33,24,251,233,18,,
2010200423002,2010200423002,60,5,1,103,3,11,229,183,46,,
2010200423003,2010200423003,6,2,0,9,0,0,20,17,3,,
2010200423004,2010200423004,381,65,3,335,97,6,968,887,81,,
2010200423005,2010200423005,129,91,55,303,136,12,868,726,142,,
2010200423006,2010200423006,51,14,48,387,115,25,758,640,118,,
2010200423007,2010200423007,12,0,2,31,7,0,53,52,1,,
2010200423008,2010200423008,198,98,0,326,18,49,788,689,99,,
2010200423009,2010200423009,33,15,9,41,4,1,123,103,20,,
2010200423010,2010200423010,316,39,43,361,14,61,892,834,58,,
2010200423011,2010200423011,0,2,11,130,14,16,204,173,31,,
2010200423012,2010200423012,122,61,39,179,99,34,640,534,106,,
2010200423013,2010200423013,25,2,3,26,7,4,69,67,2,,
2010200423014,2010200423014,22,0,4,67,9,10,118,112,6,,
2010200423015,2010200423015,6,5,13,158,2,21,223,205,18,,
2010200423016,2010200423016,298,46,19,369,131,33,935,896,39,,
2010200423017,2010200423017,230,90,20,161,69,47,789,617,172,,
2010200423018,2010200423018,25,22,17,247,9,5,336,325,11,,
2010200441001,2010200441001,131,115,65,458,60,29,898,858,40,,
2010200441002,2010200441002,132,50,22,168,57,16,457,445,12,,
2010200441003,2010200441003,229,45,27,308,71,53,734,733,1,,
2010400444001,2010400444001,45,16,9,52,15,13,190,150,40,,
2010400444002,2010400444002,416,158,29,236,25,45,980,909,71,,
2010400444003,2010400444003,38,44,26,210,17,0,341,335,6,,
2010400444004,2010400444004,51,26,16,485,53,71,812,702,110,,
2010400444005,2010400444005,49,50,3,210,8,28,359,348,11,,
2010400449001,2010400449001,45,20,9,416,100,17,673,607,66,,
2010400449002,2010400449002,83,67,22,282,68,1,569,523,46,,
2010400449003,2010400449003,34,15,43,417,89,32,755,630,125,,
2010400449004,2010400449004,23,0,0,75,16,5,135,119,16,,
2010400449005,2010400449005,5,15,27,462,40,16,616,565,51,,
2010400449006,2010400449006,20,0,2,24,6,6,67,58,9,,
2010400449007,2010400449007,263,62,4,280,97,25,803,731,72,,
2010400449008,2010400449008,141,111,10,341,12,5,661,620,41,,
2010400449009,2010400449009,44,5,13,280,49,19,468,410,58,,
2010400449010,2010400449010,15,9,2,41,9,6,94,82,12,,
2010400449011,2010400449011,12,1,8,131,2,12,168,166,2,,
2010400449012,2010400449012,69,15,15,180,13,26,359,318,41,,
2010400449013,2010400449013,56,3,14,90,0,17,191,180,11,,
2010400449014,2010400449014,119,16,25,293,33,26,525,512,13,,
2010400449015,2010400449015,4,0,1,10,0,1,19,16,3,,
2010400449016,2010400449016,78,42,24,254,57,33,556,488,68,,
2010400465001,2010400465001,144,60,37,162,60,37,555,500,55,,
2010400465002,2010400465002,45,108,15,456,89,57,961,770,191,,
2010400465003,2010400465003,39,50,10,188,7,15,323,309,14,,
2010400465004,2010400465004,40,69,32,272,25,22,521,460,61,,
2010400465005,2010400465005,65,93,11,361,38,35,768,603,165,,
2010400465006,2010400465006,83,30,9,309,103,52,650,586,64,,
2010400465007,2010400465007,40,39,55,555,11,24,833,724,109,,
2010400465008,2010400465008,16,17,3,90,7,16,180,149,31,,
2010400465009,2010400465009,53,41,40,472,124,11,843,741,102,,
2010400465010,2010400465010,185,160,20,453,103,65,993,986,7,,
2010400465011,2010400465011,267,69,32,372,45,84,960,869,91,,
2010400465012,2010400465012,95,24,14,252,44,2,535,431,104,,
2010400465013,2010400465013,3,5,6,82,5,5,110,106,4,,
2010400465014,2010400465014,161,54,40,206,24,4,562,489,73,,
2010400465015,2010400465015,113,108,2,492,9,50,916,774,142,,
2010400465016,2010400465016,27,11,12,96,31,7,220,184,36,,
2010400465017,2010400465017,7,3,1,10,2,1,25,24,1,,
2010400465018,2010400465018,6,0,1,11,1,1,20,20,0,,
2010400465019,2010400465019,188,36,40,210,111,23,723,608,115,,
2010500484001,2010500484001,198,77,13,281,85,22,834,676,158,,
2010500484002,2010500484002,34,78,4,294,2,14,460,426,34,,
2010500484003,2010500484003,253,136,6,348,91,28,915,862,53,,
2010500484004,2010500484004,213,16,27,341,82,66,795,745,50,,
2010500484005,2010500484005,45,20,0,45,14,5,142,129,13,,
2010500484006,2010500484006,66,64,38,243,13,15,506,439,67,,
2010500484007,2010500484007,106,82,24,294,24,56,642,586,56,,
2010500484008,2010500484008,16,21,19,146,48,17,315,267,48,,
2010500484009,2010500484009,10,9,0,29,0,5,65,53,12,,
2020100493001,2020100493001,277,93,63,226,115,22,987,796,191,,
2020100493002,2020100493002,221,157,16,410,62,13,913,879,34,,
2020100495001,2020100495001,35,10,3,137,11,7,226,203,23,,
2020100495002,2020100495002,1,0,0,49,4,2,58,56,2,,
2020200497001,2020200497001,194,94,20,224,68,21,633,621,12,,
2020200497002,2020200497002,225,47,7,386,51,35,882,751,131,,
2020200497003,2020200497003,8,0,3,66,0,0,79,77,2,,
2020200497004,2020200497004,118,30,26,102,37,1,335,314,21,,
2020200497005,2020200497005,37,7,13,98,2,10,195,167,28,,
2020200497006,2020200497006,55,14,28,288,57,23,496,465,31,,
2020200497007,2020200497007,52,19,3,40,18,5,137,137,0,,
2020200497008,2020200497008,168,118,20,328,100,50,802,784,18,Fecha incorrecta: Realización del escrutinio en un día distinto al fijado oficialmente para la elección.,FECHA_INCORRECTA
2020200505001,2020200505001,5,62,37,319,55,31,509,509,0,,
2020200505002,2020200505002,247,65,40,420,60,67,908,899,9,,
2020200505003,2020200505003,33,5,5,27,2,0,72,72,0,,
2020200505004,2020200505004,196,84,8,300,20,37,692,645,47,,
2020300509001,2020300509001,47,11,12,97,13,16,210,196,14,,
2020300509002,2020300509002,1,0,0,7,1,0,11,9,2,,
2020300509003,2020300509003,52,93,54,616,96,47,970,958,12,,
2020300509004,2020300509004,91,58,20,164,11,16,377,360,17,,
2020300509005,2020300509005,23,21,2,376,9,49,592,480,112,,
2020300509006,2020300509006,72,66,18,517,37,39,914,749,165,,
2020300509007,2020300509007,223,124,38,252,71,47,776,755,21,,
2020300509008,2020300509008,178,64,3,226,105,55,695,631,64,,
2020300509009,2020300509009,1,59,32,245,27,40,427,404,23,,
2020300509010,2020300509010,96,31,47,543,36,9,920,762,158,,
2020300509011,2020300509011,2,3,2,19,2,1,35,29,6,,
2020300509012,2020300509012,63,33,5,69,3,8,200,181,19,,
2020300509013,2020300509013,14,21,0,121,12,1,182,169,13,,
2020300522001,2020300522001,192,85,22,192,76,18,637,585,52,,
2020300522002,2020300522002,17,8,2,25,10,1,67,63,4,,
2020300522003,2020300522003,219,26,39,252,32,18,609,586,23,,
2020300522004,2020300522004,15,19,13,117,15,0,213,179,34,,
2020300522005,2020300522005,174,29,36,222,65,12,610,538,72,,
2020300522006,2020300522006,41,20,4,97,5,9,202,176,26,,
2020300522007,2020300522007,119,11,26,150,21,37,391,364,27,,
2020300522008,2020300522008,83,18,9,84,36,14,271,244,27,,
2020300522009,2020300522009,91,25,27,224,20,21,487,408,79,,
2020300522010,2020300522010,66,107,59,391,49,74,791,746,45,,
2020300522011,2020300522011,205,32,61,328,123,38,890,787,103,,
2020400533001,2020400533001,69,53,25,166,15,8,429,336,93,,
2020400533002,2020400533002,102,12,24,255,48,49,522,490,32,,
2020400533003,2020400533003,14,5,3,11,1,3,44,37,7,,
2020400533004,2020400533004,78,10,13,95,12,14,223,222,1,,
2020400533005,2020400533005,14,13,19,156,30,9,242,241,1,,
2020400533006,2020400533006,223,60,15,344,52,9,749,703,46,,
2020400533007,2020400533007,141,58,3,143,22,18,442,385,57,,
2020400533008,2020400533008,46,65,19,406,8,15,587,559,28,,
2020400533009,2020400533009,29,8,11,138,15,24,267,225,42,,
2020400533010,2020400533010,57,2,0,57,2,8,149,126,23,,
2020400533011,2020400533011,235,120,13,257,73,32,771,730,41,,
2020400533012,2020400533012,30,4,4,41,4,5,112,88,24,,
2020400533013,2020400533013,59,2,23,207,21,16,410,328,82,,
2020400533014,2020400533014,47,68,0,320,58,48,590,541,49,,
2020400533015,2020400533015,129,50,3,81,17,21,330,301,29,,
2020400533016,2020400533016,76,44,11,132,55,4,386,322,64,,
2020400533017,2020400533017,34,8,2,28,7,2,82,81,1,,
2020400533018,2020400533018,1,2,14,145,18,4,214,184,30,,
2020400533019,2020400533019,0,12,5,140,11,5,221,173,48,,
2020400533020,2020400533020,42,4,2,38,17,12,126,115,11,,
2020600553001,2020600553001,154,42,15,409,45,21,784,686,98,,
2020600553002,2020600553002,12,31,16,142,45,13,289,259,30,,
2020600553003,2020600553003,82,34,10,432,106,27,884,691,193,,
2020600556001,2020600556001,126,41,35,169,9,4,490,384,106,,
2020600556002,2020600556002,39,3,4,61,12,1,121,120,1,,
2020600556003,2020600556003,155,114,20,387,1,10,705,687,18,,
2020600556004,2020600556004,12,16,4,80,22,7,153,141,12,,
2020600556005,2020600556005,80,24,10,50,34,15,222,213,9,,
2020600556006,2020600556006,80,3,17,82,23,6,256,211,45,,
2020600556007,2020600556007,1,5,4,47,9,4,83,70,13,,
2020600556008,2020600556008,12,112,45,421,32,42,725,664,61,,
2020600556009,2020600556009,75,91,7,299,34,40,621,546,75,,
2020600556010,2020600556010,4,27,5,146,14,8,218,204,14,,
2020600556011,2020600556011,0,88,45,341,86,10,631,570,61,,
2020600556012,2020600556012,35,7,0,64,18,9,138,133,5,,
2020600556013,2020600556013,231,45,60,371,135,27,887,869,18,,
2020600556014,2020600556014,7,11,1,72,2,9,112,102,10,,
2020600570001,2020600570001,145,49,6,285,65,49,711,599,112,,
2020600570002,2020600570002,41,40,1,450,0,11,597,543,54,,
2020600570003,2020600570003,165,16,15,225,10,31,524,462,62,,
2020600570004,2020600570004,215,148,64,374,29,43,878,873,5,,
2020600570005,2020600570005,53,0,4,54,19,14,169,144,25,,
2020600570006,2020600570006,2,52,22,452,30,40,728,598,130,,
2020600570007,2020600570007,119,117,24,473,43,43,911,819,92,,
2020600570008,2020600570008,2,0,0,7,0,0,9,9,0,,
2020600570009,2020600570009,215,1,0,287,45,35,660,583,77,,
2020600570010,2020600570010,19,1,0,134,35,21,245,210,35,,
2020600570011,2020600570011,16,9,2,45,4,7,96,83,13,,
2020600570012,2020600570012,76,34,7,82,22,5,260,226,34,,
2020600570013,2020600570013,34,46,2,249,44,34,510,409,101,,
2020600570014,2020600570014,55,54,9,186,9,34,415,347,68,,
2020600570015,2020600570015,224,11,22,250,18,44,600,569,31,,
2020600570016,2020600570016,7,94,41,355,29,13,549,539,10,,
2020600570017,2020600570017,33,18,11,57,22,1,151,142,9,,
2020600570018,2020600570018,124,20,51,398,18,26,655,637,18,,
2020600570019,2020600570019,136,3,44,489,63,35,850,770,80,,
2020600570020,2020600570020,170,45,11,268,79,70,780,643,137,,
2030100590001,2030100590001,73,82,25,253,58,12,564,503,61,,
2030100591001,2030100591001,30,1,2,111,23,2,180,169,11,,
2030100591002,2030100591002,63,25,0,106,46,8,301,248,53,,
2030100591003,2030100591003,36,101,46,561,29,16,877,789,88,,
2030100591004,2030100591004,180,85,36,322,8,22,767,653,114,,
2030100591005,2030100591005,71,40,18,118,27,2,330,276,54,,
2030100591006,2030100591006,55,26,3,141,48,24,378,297,81,,
2030100591007,2030100591007,71,28,22,133,24,26,363,304,59,,
2030100591008,2030100591008,23,9,3,20,8,7,88,70,18,,
2030100591009,2030100591009,59,9,1,69,12,1,159,151,8,,
2030100591010,2030100591010,28,53,27,325,16,3,541,452,89,,
2030100591011,2030100591011,8,8,0,76,18,0,124,110,14,,
2030100591012,2030100591012,47,19,10,56,14,3,178,149,29,,
2030100591013,2030100591013,51,40,5,367,40,48,566,551,15,,
2030100591014,2030100591014,251,14,41,280,4,55,823,645,178,,
2030100591015,2030100591015,20,33,1,126,29,0,212,209,3,,
2030100591016,2030100591016,61,16,11,38,29,6,189,161,28,,
2030100591017,2030100591017,96,26,14,162,41,40,460,379,81,,
2030100591018,2030100591018,16,17,6,103,7,6,190,155,35,,
2030200609001,2030200609001,168,5,22,156,9,28,497,388,109,Ausencia de delegados sin justificación: Casos donde se impidió el acceso o la firma de delegados de organizaciones políticas debidamente acreditados,AUSENCIA_DELEGADOS
2030200609002,2030200609002,87,108,37,475,61,5,853,773,80,,
2030200609003,2030200609003,160,33,36,215,109,71,730,624,106,,
2030200609004,2030200609004,54,16,6,103,2,10,240,191,49,Errores de transcripción: Tachaduras o enmiendas en las casillas de resultados que no fueron aclaradas en el espacio de Observaciones con la frase corre y vale.,ERRORES_TRANSCRIPCION
2030200609005,2030200609005,123,33,33,267,3,23,501,482,19,,
2030200609006,2030200609006,100,26,18,93,13,14,269,264,5,,
2030200615001,2030200615001,155,106,46,243,134,48,878,732,146,,
2030200615002,2030200615002,2,1,0,6,1,0,12,10,2,,
2030200615003,2030200615003,17,0,4,23,5,3,59,52,7,,
2030200615004,2030200615004,289,70,2,249,12,15,771,637,134,,
2030200615005,2030200615005,37,17,36,373,52,22,643,537,106,,
2030200615006,2030200615006,65,38,37,376,105,16,729,637,92,,
2030200615007,2030200615007,15,15,12,226,53,3,353,324,29,,
2030200622001,2030200622001,68,75,7,447,35,12,792,644,148,,
2030300623001,2030300623001,102,58,9,144,23,4,398,340,58,,
2030300623002,2030300623002,0,26,5,176,11,13,291,231,60,,
2030300623003,2030300623003,7,39,2,152,14,3,221,217,4,,
2030300623004,2030300623004,2,8,2,262,6,8,288,288,0,,
2030300623005,2030300623005,239,59,1,198,23,9,624,529,95,,
2030300623006,2030300623006,65,14,10,89,6,4,200,188,12,,
2030300623007,2030300623007,70,40,39,446,46,24,842,665,177,,
2030300623008,2030300623008,146,93,22,392,44,26,785,723,62,,
2030300623009,2030300623009,70,13,3,139,19,1,252,245,7,,
2030300623010,2030300623010,67,0,21,187,67,19,433,361,72,Errores de transcripción: Tachaduras o enmiendas en las casillas de resultados que no fueron aclaradas en el espacio de Observaciones con la frase corre y vale.,ERRORES_TRANSCRIPCION
2030300623011,2030300623011,22,2,18,313,25,18,411,398,13,,
2030300623012,2030300623012,14,25,13,205,52,19,371,328,43,,
2030300623013,2030300623013,263,105,30,216,74,34,783,722,61,,
2030300623014,2030300623014,304,92,54,181,93,21,829,745,84,,
2030300623015,2030300623015,136,96,35,483,46,45,880,841,39,,
2030300623016,2030300623016,91,51,31,497,26,69,950,765,185,,
2030300623017,2030300623017,54,17,4,63,27,4,182,169,13,,
2030300623018,2030300623018,11,58,8,634,36,3,830,750,80,,
2030300623019,2030300623019,43,103,21,516,71,9,820,763,57,,
2030300642001,2030300642001,17,8,2,35,13,3,99,78,21,,
2030300642002,2030300642002,53,38,24,233,35,29,515,412,103,,
2030300642003,2030300642003,49,17,8,25,23,5,162,127,35,,
2030300642004,2030300642004,36,46,22,252,20,20,403,396,7,,
2030300642005,2030300642005,22,19,13,131,11,21,277,217,60,,
2030300642006,2030300642006,1,1,1,26,6,1,42,36,6,,
2030300642007,2030300642007,176,14,36,219,11,6,579,462,117,,
2030300642008,2030300642008,187,87,55,546,54,0,979,929,50,,
2030300642009,2030300642009,2,0,0,4,0,0,7,6,1,,
2030300642010,2030300642010,21,10,8,68,0,9,126,116,10,,
2030300642011,2030300642011,21,1,5,28,8,6,69,69,0,,
2030300642012,2030300642012,57,41,6,555,29,24,762,712,50,,
2030300642013,2030300642013,61,9,5,56,7,10,170,148,22,,
2030300642014,2030300642014,10,17,6,303,42,41,502,419,83,,
2030300656001,2030300656001,57,31,17,104,12,27,287,248,39,,
2030300656002,2030300656002,244,75,57,310,24,23,829,733,96,,
2030300656003,2030300656003,12,6,0,144,38,16,247,216,31,,
2030300656004,2030300656004,152,101,36,240,43,60,795,632,163,,
2030300656005,2030300656005,64,16,14,167,59,25,403,345,58,,
2030500661001,2030500661001,124,54,11,176,17,5,417,387,30,,
2030500661002,2030500661002,163,22,48,417,96,63,827,809,18,,
2030500661003,2030500661003,206,1,23,480,50,16,880,776,104,,
2030500664001,2030500664001,64,62,19,173,48,17,403,383,20,,
2030500664002,2030500664002,19,81,48,360,86,68,797,662,135,,
2030500664003,2030500664003,274,50,0,305,123,55,938,807,131,,
2030500664004,2030500664004,92,77,47,452,90,15,867,773,94,,
2030500664005,2030500664005,166,6,24,150,3,27,472,376,96,,
2030500664006,2030500664006,1,0,0,4,0,0,5,5,0,,
2030500664007,2030500664007,25,7,12,201,10,3,313,258,55,,
2030500664008,2030500664008,83,20,13,64,37,26,291,243,48,,
2030500664009,2030500664009,80,37,56,397,119,36,914,725,189,,
2030500664010,2030500664010,72,38,14,136,1,12,321,273,48,,
2030500664011,2030500664011,28,37,24,183,42,18,365,332,33,,
2030500664012,2030500664012,115,26,13,235,20,0,473,409,64,,
2030600676001,2030600676001,173,15,20,240,24,49,525,521,4,,
2030600676002,2030600676002,238,61,5,290,44,7,747,645,102,,
2030600676003,2030600676003,146,18,18,137,6,19,357,344,13,,
2030600676004,2030600676004,89,26,2,100,31,10,275,258,17,,
2030600676005,2030600676005,89,97,45,462,108,31,875,832,43,,
2030600676006,2030600676006,235,77,5,281,13,31,743,642,101,,
2030600676007,2030600676007,166,74,15,161,32,42,584,490,94,,
2030600676008,2030600676008,6,6,3,44,8,8,90,75,15,,
2030600676009,2030600676009,48,22,12,59,0,17,194,158,36,,
2030600676010,2030600676010,134,74,6,236,48,3,504,501,3,,
2030600676011,2030600676011,157,71,32,187,33,66,696,546,150,,
2030600676012,2030600676012,148,2,18,191,53,15,547,427,120,,
2030600676013,2030600676013,48,14,9,106,18,6,202,201,1,,
2030600676014,2030600676014,95,66,22,573,92,25,880,873,7,,
2030700690001,2030700690001,227,51,17,166,23,58,607,542,65,,
2030700690002,2030700690002,32,60,10,231,6,10,352,349,3,,
2030700690003,2030700690003,198,29,3,277,94,11,695,612,83,,
2030700690004,2030700690004,6,3,1,34,8,1,60,53,7,Ausencia de delegados sin justificación: Casos donde se impidió el acceso o la firma de delegados de organizaciones políticas debidamente acreditados,AUSENCIA_DELEGADOS
2030700690005,2030700690005,61,26,24,303,34,6,566,454,112,,
2030700690006,2030700690006,236,59,4,188,65,17,608,569,39,,
2030700690007,2030700690007,157,51,3,153,28,28,439,420,19,,
2030700690008,2030700690008,104,32,22,209,36,3,471,406,65,,
2030700690009,2030700690009,148,100,33,467,62,58,895,868,27,Ausencia de delegados sin justificación: Casos donde se impidió el acceso o la firma de delegados de organizaciones políticas debidamente acreditados,AUSENCIA_DELEGADOS
2030700699001,2030700699001,5,8,8,118,28,12,223,179,44,,
2030700699002,2030700699002,147,127,67,451,18,38,940,848,92,,
2030700699003,2030700699003,1,18,3,81,0,1,111,104,7,,
2030800702001,2030800702001,294,44,45,259,17,51,749,710,39,,
2030800702002,2030800702002,14,30,22,169,22,13,280,270,10,,
2030800702003,2030800702003,10,101,1,601,148,15,969,876,93,,
2030800702004,2030800702004,65,13,7,629,48,4,775,766,9,,
2030800702005,2030800702005,44,31,29,585,53,95,980,837,143,,
2030800702006,2030800702006,320,88,34,344,46,37,929,869,60,,
2030800702007,2030800702007,155,44,25,125,42,49,548,440,108,,
2030800702008,2030800702008,68,20,8,125,41,1,330,263,67,,
2030800702009,2030800702009,24,25,32,575,89,54,911,799,112,,
2030800702010,2030800702010,87,18,15,111,18,3,276,252,24,,
2030800702011,2030800702011,20,36,21,176,11,21,314,285,29,,
2030800702012,2030800702012,109,57,19,309,102,2,714,598,116,,
2040100714001,2040100714001,29,5,6,39,11,8,105,98,7,,
2040100714002,2040100714002,13,21,0,292,53,13,421,392,29,,
2040100714003,2040100714003,244,59,16,271,76,10,782,676,106,,
2040100714004,2040100714004,21,1,4,25,4,0,58,55,3,,
2040100714005,2040100714005,240,99,25,251,34,72,783,721,62,,
2040100714006,2040100714006,227,56,14,284,87,44,778,712,66,,
2040100714007,2040100714007,8,12,1,192,19,26,265,258,7,,
2040100714008,2040100714008,6,10,19,240,22,28,341,325,16,,
2040100714009,2040100714009,3,3,0,22,2,1,34,31,3,,
2040100714010,2040100714010,228,28,11,218,12,13,534,510,24,,
2040100714011,2040100714011,4,2,4,36,9,3,65,58,7,,
2040100714012,2040100714012,155,3,18,206,65,41,489,488,1,,
2040100726001,2040100726001,77,10,13,65,20,16,227,201,26,,
2040100726002,2040100726002,182,26,2,184,70,29,526,493,33,,
2040100726003,2040100726003,36,57,33,301,35,44,547,506,41,,
2040100726004,2040100726004,23,2,5,71,13,4,143,118,25,,
2040100726005,2040100726005,55,31,5,107,10,3,267,211,56,,
